FocalGenus,Comment/Source,Type,Clade,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Genus7,Genus8,Genus9,Genus10,Genus11,Genus12,Genus13,Genus14,Genus15,Genus16,Genus17,Genus18,Genus19,Genus20,Genus21,Genus22,Genus23,Genus24,Genus25,Genus26,Genus27,Genus28,Genus29,Genus30,Genus31,Genus32,Genus33,Genus34,Genus35,Genus36,Genus37,Genus38,Genus39,Genus40,Genus41,Genus42,Genus43,Genus44,Genus45,Genus46,Genus47,Genus48,Genus49,Genus50,Genus51,Genus52,Genus53,Genus54,Genus55,Genus56,Genus57,Genus58,Genus59,Genus60,Genus61,Genus62,Genus63,Genus64,Genus65,Genus66,Genus67,Genus68,Genus69,Genus70,Genus71,Genus72,Genus73,Genus74,Genus75,Genus76,Genus77,Genus78,Genus79,Genus80,Genus81,Genus82,Genus83,Genus84,Genus85,Genus86,Genus87,Genus88,Genus89,Genus90,Genus91,Genus92,Genus93,Genus94,Genus95,Genus96,Genus97,Genus98,Genus99,Genus100,Genus101,Genus102,Genus103,Genus104,Genus105,Genus106
Phragmacia,taxonomy,include,S10,Phragmacia,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Drymocichla,Heliolais,Hypergerus,Incana,Graueria,Orthotomus,Malcorus,Phyllolais,Poliolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllolais,taxonomy,include,S10,Phyllolais,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Drymocichla,Heliolais,Hypergerus,Incana,Graueria,Orthotomus,Malcorus,Phragmacia,Poliolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poliolais,taxonomy,include,S10,Poliolais,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Drymocichla,Heliolais,Hypergerus,Incana,Graueria,Orthotomus,Malcorus,Phragmacia,Phyllolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphilais,all,include,S11,Amphilais,Acrocephalus,Amaurocichla,Bowdleria,Bradypterus,Buettikoferella,Chaetornis,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Eremiornis,Hemitesia,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowdleria,all,include,S11,Bowdleria,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Buettikoferella,Chaetornis,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Eremiornis,Hemitesia,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buettikoferella,all,include,S11,Buettikoferella,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Chaetornis,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Eremiornis,Hemitesia,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetornis,all,include,S11,Chaetornis,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Eremiornis,Hemitesia,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremiornis,all,include,S11,Eremiornis,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Chaetornis,Hemitesia,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemitesia,all,include,S11,Hemitesia,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Chaetornis,Eremiornis,Hippolais,Hyliota,Locustella,Megalurulus,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megalurulus,all,include,S11,Megalurulus,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Chaetornis,Eremiornis,Hippolais,Hyliota,Locustella,Hemitesia,Megalurus,Neomixis,Nesillas,Oxylabes,Randia,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randia,all,include,S11,Randia,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Chaetornis,Eremiornis,Hippolais,Hyliota,Locustella,Hemitesia,Megalurus,Neomixis,Nesillas,Oxylabes,Megalurulus,Schoenicola,Scotocerca,Thamnornis,Trichocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocichla,all,include,S11,Trichocichla,Acrocephalus,Amaurocichla,Amphilais,Bradypterus,Bowdleria,Buettikoferella,Chloropeta,Cincloramphus,Crossleyia,Cryptosylvicola,Donacobius,Dromaeocercus,Chaetornis,Eremiornis,Hippolais,Hyliota,Locustella,Hemitesia,Megalurus,Neomixis,Nesillas,Oxylabes,Megalurulus,Schoenicola,Scotocerca,Thamnornis,Randia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conostoma,"Yeung, C.; Lai, F-M.; Yang, X-J.; Han, L-X.; Lin, M-C. & Li, S-H. (2006). Molecular phylogeny of the parrotbills (Paradoxornithidae). J Ornithol 147: Suppl 1 p 87-88",include,S12,Conostoma,Rhopophilus,Pseudoalcippe,Chrysomma,Paradoxornis,Chamaea,Sylvia,Alcippe,Horizorhinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crocias,taxonomy,include,S13,Crocias,Actinodura,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Lioptilus,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Micromacronus,Minla,Myzornis,Napothera,Oculocincta,Orthotomus,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Sylvia,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gypsophila,rename from Napothera,include,S13,Gypsophila,Napothera,Malacocincla,Rimator,Jabouilleia,Pellorneum,Trichastoma,Kenopia,Gampsorhynchus,Turdinus,Malacopteron,Ptyrticus,Illadopsis,Robsonius,Graminicola,Leonardina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonardina,based on 2010 with new genus names,include,S13,Leonardina,Trichastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madanga,all,include,S13,Madanga,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Malacocincla,Malacopteron,Malia,Megazosterops,Micromacronus,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malia,all,include,S13,Malia,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Megazosterops,Micromacronus,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megazosterops,all,include,S13,Megazosterops,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Micromacronus,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromacronus,all,include,S13,Micromacronus,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilocichla,taxonomy,include,S13,Ptilocichla,Micromacronus,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhopocichla,taxonomy,include,S13,Rhopocichla,Micromacronus,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robsonius,taxonomy,include,S13,Robsonius,Napothera,Malacocincla,Rimator,Jabouilleia,Pellorneum,Trichastoma,Kenopia,Gampsorhynchus,Turdinus,Malacopteron,Ptyrticus,Illadopsis,Gypsophila,Graminicola,Leonardina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rukia,taxonomy,include,S13,Rukia,Micromacronus,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Speirops,Spelaeornis,Sphenocichla,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenocichla,taxonomy,include,S13,Sphenocichla,Micromacronus,Lioptilus,Alcippe,Babax,Chlorocharis,Cleptornis,Crocias,Cutia,Dasycrotapha,Dumetia,Gampsorhynchus,Garrulax,Graminicola,Gypsophila,Heleia,Heterophasia,Hypocryptadius,Illadopsis,Jabouilleia,Kakamega,Kenopia,Kupeornis,Leiothrix,Leonardina,Liocichla,Actinodura,Lophozosterops,Macronous,Madanga,Malacocincla,Malacopteron,Malia,Megazosterops,Minla,Myzornis,Napothera,Oculocincta,Parophasma,Pellorneum,Phyllanthus,Pnoepyga,Pomatorhinus,Ptilocichla,Ptyrticus,Rhopocichla,Rimator,Robsonius,Rukia,Speirops,Spelaeornis,Stachyris,Strophocincla,Tephrozosterops,Timalia,Trichastoma,Turdinus,Turdoides,Woodfordia,Xiphirhynchus,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strophocincla,rename from Garrulax,include,S13,Strophocincla,Garrulax,Cutia,Turdoides,Kupeornis,Phyllanthus,Babax,Actinodura,Minla,Leiothrix,Heterophasia,Liocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tephrozosterops,Zosteropidae as in Stage 1 95% consensus; Gelang,include,S13,Tephrozosterops,Chlorocharis,Cleptornis,Lophozosterops,Oculocincta,Speirops,Stachyris,Woodfordia,Yuhina,Zosterops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopyrus,taxonomy,exclude,S2,Pseudopodoces,Melanochlora,Sylviparus,Parus,Baeolophus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopyrus,taxonomy,include,S2,Cephalopyrus,Remiz,Anthoscopus,Auriparus,Stenostira,Culicicapa,Elminia,Pseudopodoces,Melanochlora,Sylviparus,Parus,Baeolophus,Chelidorhynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
